country,district,site,houseNumber,collectionMethod,total,totalAnopheles,totalOtherMosquitoes,maleAnopheles,anGambiaeUF,anGambiaeF,anGambiaeG,anFunestusUF,anFunestusF,anFunestusG,anOtherUF,anOtherF,anOtherG,CulexUF,CulexF,CulexG,AedesUF,AedesF,AedesG,MansoniaUF,MansoniaF,MansoniaG,AnFunestusMale,AnFunestusFemale,AnGambiaeMale,AnGambiaeFemale,AnOtherMale,AnOtherFemale,culexMale,culexFemale,aedesMale,aedesFemale,mansoniaMale,mansoniaFemale,peopleSlept,irsSprayed,monthsAgo,totalLLIN,llinType,llinBrand,peopleSleptUnderLlin,name,date,site code,health centre,parish,village,coded house number,Latitude,Longitude,House Type,Title of Officer
Uganda,Other,11.0,172.0,Other,8,1,7,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,3,0,2,No,,1,Pyrethroid + PBO,PermaNet 3.0,2.0,,2025-08-13 08:36:30+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,173.0,Other,9,4,5,4,1,0,0,0,0,0,2,1,0,3,0,0,0,0,0,2,0,0,0,0,1,0,3,0,3,0,0,0,2,0,0,No,,0,Unknown,Unknown,,,2025-08-13 08:58:02+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,169.0,Other,2,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-13 09:07:11+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,171.0,Other,6,2,4,2,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-13 08:53:10+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,170.0,Other,12,2,10,2,1,0,0,0,0,0,1,0,0,2,6,0,0,0,0,1,1,0,0,0,1,0,1,0,8,0,0,0,2,0,3,No,,1,Pyrethroid + PBO,PermaNet 3.0,3.0,,2025-08-13 08:44:19+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,166.0,Other,6,3,3,3,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,0,1,0,0,No,,0,Unknown,Unknown,,,2025-08-13 08:36:04+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,168.0,Other,10,1,9,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,2,0,0,0,0,0,0,1,0,7,0,0,0,2,0,0,No,,0,Unknown,Unknown,,,2025-08-13 08:40:57+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,167.0,Other,35,25,10,25,15,5,0,4,1,0,0,0,0,5,0,0,0,0,0,3,2,0,5,0,20,0,0,0,5,0,0,0,5,0,0,No,,0,Unknown,Unknown,,,2025-08-13 08:48:25+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,165.0,Other,40,9,31,9,0,0,0,1,0,0,7,1,0,27,0,0,0,0,0,2,2,0,1,0,0,0,8,0,27,0,0,0,4,0,0,No,,0,Unknown,Unknown,,,2025-08-13 09:01:19+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,163.0,Other,5,1,4,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-13 08:55:16+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,164.0,Other,17,11,6,11,5,2,0,2,1,0,1,0,0,3,0,0,0,0,0,2,0,0,3,0,7,0,1,0,3,0,0,0,2,0,0,No,,0,Unknown,Unknown,,,2025-08-13 08:35:59+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,160.0,CDC Light Trap (LTC),21,19,2,19,8,3,0,1,5,0,1,1,0,1,0,0,0,0,0,1,0,0,6,0,11,0,2,0,1,0,0,0,1,0,0,No,,0,Unknown,Unknown,,,2025-08-11 12:00:44+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,162.0,Other,11,10,1,10,2,1,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,3,0,0,0,0,0,1,0,0,0,2,No,,1,Pyrethroid + PBO,PermaNet 3.0,2.0,,2025-08-11 10:48:00+00:00,11.0,,,,,,,,CBID
Uganda,Other,11.0,161.0,Other,16,13,3,13,11,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,12,0,0,0,3,0,0,0,0,0,2,No,,0,Unknown,Unknown,,,2025-08-12 09:00:17+00:00,11.0,,,,,,,,cbid
Uganda,Other,11.0,158.0,CDC Light Trap (LTC),3,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-11 11:36:38+00:00,11.0,,,,,,,,CBID Student
Uganda,Other,11.0,157.0,CDC Light Trap (LTC),6,1,5,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,No,,1,Pyrethroid + PBO,PermaNet 3.0,2.0,,2025-08-11 21:00:00+00:00,11.0,,,,,,,,CBID
Uganda,Other,11.0,159.0,CDC Light Trap (LTC),6,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,No,,0,Unknown,Unknown,,,2025-08-11 11:20:19+00:00,11.0,,,,,,,,CBID Student
Uganda,Other,11.0,156.0,CDC Light Trap (LTC),5,4,1,4,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-11 21:00:00+00:00,11.0,,,,,,,,Mr
Uganda,Other,11.0,152.0,CDC Light Trap (LTC),5,4,1,4,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-12 10:57:47+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,153.0,CDC Light Trap (LTC),6,4,2,4,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-12 09:04:54+00:00,11.0,,,,,,,,Mr
Uganda,Other,11.0,155.0,CDC Light Trap (LTC),10,3,7,3,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,1,0,0,0,0,1,0,2,0,4,0,0,0,1,0,0,No,,0,Unknown,Unknown,,,2025-08-12 09:10:33+00:00,11.0,,,,,,,,Mr.
Uganda,Other,11.0,154.0,CDC Light Trap (LTC),30,7,23,7,0,1,0,0,0,0,4,2,0,11,3,0,0,0,0,8,0,0,0,0,1,0,6,0,14,0,0,0,8,0,0,No,,0,Unknown,Unknown,,,2025-08-12 09:28:41+00:00,11.0,,,,,,,,Mr
Uganda,Other,11.0,151.0,Other,5,2,3,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,No,,0,Unknown,Unknown,,,2025-08-12 09:16:11+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,148.0,Other,37,23,14,23,12,1,0,7,3,0,0,0,0,10,0,0,0,0,0,4,0,0,10,0,13,0,0,0,10,0,0,0,4,0,4,No,,1,Pyrethroid + PBO,PermaNet 3.0,4.0,,2025-08-12 08:45:29+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,150.0,Other,12,6,6,6,0,0,0,0,0,0,4,2,0,1,1,0,0,0,0,3,1,0,0,0,0,0,6,0,2,0,0,0,4,0,4,No,,2,Pyrethroid + PBO,PermaNet 3.0,4.0,,2025-08-12 09:21:46+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,146.0,CDC Light Trap (LTC),44,18,26,18,9,5,0,2,1,0,0,1,0,6,8,0,0,0,0,11,1,0,3,0,14,0,1,0,14,0,0,0,12,0,4,No,,2,Pyrethroid + PBO,PermaNet 3.0,4.0,,2025-08-12 09:48:59+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,147.0,CDC Light Trap (LTC),22,19,3,19,9,6,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,15,0,0,0,0,0,0,0,3,0,2,No,,1,Pyrethroid + PBO,PermaNet 3.0,2.0,,2025-08-12 10:52:08+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,149.0,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,No,,2,Pyrethroid + PBO,PermaNet 3.0,4.0,,2025-08-11 10:06:40+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,145.0,CDC Light Trap (LTC),6,6,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-11 21:00:00+00:00,11.0,,,,,,,,test
Uganda,Other,11.0,143.0,CDC Light Trap (LTC),4,4,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,No,,1,Pyrethroid + PBO,PermaNet 3.0,2.0,,2025-08-12 11:04:26+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,142.0,CDC Light Trap (LTC),41,16,25,16,2,1,0,2,0,0,8,3,0,20,0,0,0,0,0,4,1,0,2,0,3,0,11,0,20,0,0,0,5,0,4,No,,1,Pyrethroid + PBO,PermaNet 3.0,4.0,,2025-08-12 10:28:13+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,141.0,CDC Light Trap (LTC),4,4,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,No,,1,Pyrethroid + PBO,PermaNet 3.0,3.0,,2025-08-12 10:22:04+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,140.0,CDC Light Trap (LTC),17,13,4,13,5,0,0,6,1,0,1,0,0,3,0,0,0,0,0,0,0,0,7,0,5,0,1,0,3,0,0,0,0,0,0,Yes,1549494673.0,648467679,Pyrethroid + Pyriproxyfen,OLYSET Plus,676776585.0,,2025-08-11 21:00:00+00:00,11.0,,,,,,,,test
Uganda,Other,11.0,139.0,CDC Light Trap (LTC),11,7,4,7,6,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,6,0,1,0,3,0,0,0,1,0,3,No,,1,Pyrethroid + PBO,PermaNet 3.0,3.0,,2025-08-12 10:09:22+00:00,11.0,,,,,,,,Student
Uganda,Other,11.0,138.0,Other,37,22,15,22,8,5,0,7,0,0,2,0,0,10,1,0,0,0,0,3,0,0,7,0,13,0,2,0,11,0,0,0,3,0,4,No,,2,Pyrethroid + PBO,PermaNet 3.0,4.0,,2025-08-12 09:25:11+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,137.0,CDC Light Trap (LTC),2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,No,,0,Unknown,Unknown,,,2025-08-12 10:00:15+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,136.0,CDC Light Trap (LTC),22,10,12,10,3,3,0,1,0,0,2,1,0,8,0,0,0,0,0,3,0,0,1,0,6,0,3,0,8,0,0,0,3,0,0,No,,0,Unknown,Unknown,,,2025-08-12 09:27:02+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,135.0,Other,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,No,,1,Pyrethroid + PBO,PermaNet 3.0,2.0,,2025-08-12 09:20:56+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,134.0,Other,31,15,16,15,9,1,0,4,0,0,1,0,0,10,1,0,0,0,0,5,0,0,4,0,10,0,1,0,11,0,0,0,5,0,0,No,,0,Unknown,Unknown,,,2025-08-12 08:53:09+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,133.0,Other,34,6,28,6,1,0,0,2,0,0,3,0,0,24,3,0,0,0,0,0,0,0,2,0,1,0,3,0,27,0,0,0,0,0,2,No,,0,Unknown,Unknown,,,2025-08-12 08:42:23+00:00,11.0,,,,,,,,Student
Uganda,Other,11.0,125.0,Other,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-11 15:22:46+00:00,11.0,,,,,,,,test
Uganda,Other,11.0,123.0,CDC Light Trap (LTC),2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-11 08:53:26+00:00,11.0,,,,,,,,Mr.
Uganda,Other,11.0,124.0,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-11 11:50:48+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,121.0,CDC Light Trap (LTC),11,10,1,10,2,1,0,1,2,0,3,1,0,0,0,0,1,0,0,0,0,0,3,0,3,0,4,0,0,0,1,0,0,0,0,No,,0,Unknown,Unknown,,,2023-02-06 09:58:27+00:00,11.0,,,,,,,,Grad student
Uganda,Other,11.0,122.0,CDC Light Trap (LTC),2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2023-02-06 13:01:15+00:00,11.0,,,,,,,,grad student
Uganda,Other,11.0,117.0,CDC Light Trap (LTC),25,9,16,9,0,1,0,0,0,0,2,6,0,3,0,0,6,2,0,3,1,0,0,0,1,0,8,0,3,0,8,0,4,0,0,No,,0,Unknown,Unknown,,,2023-02-06 12:06:12+00:00,11.0,,,,,,,,Grad student
Uganda,Other,11.0,120.0,CDC Light Trap (LTC),6,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,No,,0,Unknown,Unknown,,,2023-02-06 10:33:13+00:00,11.0,,,,,,,,Grad student
Uganda,Other,11.0,118.0,CDC Light Trap (LTC),16,12,4,12,3,3,0,6,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6,0,6,0,0,0,0,0,4,0,0,0,0,No,,0,Unknown,Unknown,,,2023-02-06 13:09:03+00:00,11.0,,,,,,,,grad student
Uganda,Other,11.0,116.0,CDC Light Trap (LTC),24,14,10,14,9,0,0,1,1,0,3,0,0,6,2,0,1,1,0,0,0,0,2,0,9,0,3,0,8,0,2,0,0,0,0,No,,0,Unknown,Unknown,,,2023-02-06 12:38:43+00:00,11.0,,,,,,,,grad student
Uganda,Other,11.0,119.0,CDC Light Trap (LTC),9,0,9,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,6,0,1,0,2,0,0,No,,0,Unknown,Unknown,,,2023-02-06 10:51:59+00:00,11.0,,,,,,,,Grad Student
Uganda,Other,11.0,115.0,CDC Light Trap (LTC),75,71,4,71,27,2,0,34,4,0,4,0,0,3,0,0,0,0,0,0,1,0,38,0,29,0,4,0,3,0,0,0,1,0,0,No,,0,Unknown,Unknown,,,2025-08-11 11:15:57+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,114.0,CDC Light Trap (LTC),17,7,10,7,1,0,0,0,1,0,2,3,0,6,0,0,0,0,0,2,2,0,1,0,1,0,5,0,6,0,0,0,4,0,3,No,,1,Pyrethroid + PBO,PermaNet 3.0,3.0,,2025-08-11 10:55:25+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,113.0,CDC Light Trap (LTC),31,26,5,26,10,5,0,8,1,0,1,1,0,3,0,0,0,1,0,0,1,0,9,0,15,0,2,0,3,0,1,0,1,0,4,No,,2,Pyrethroid + PBO,PermaNet 3.0,4.0,,2025-08-11 10:09:07+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,112.0,CDC Light Trap (LTC),10,6,4,6,1,1,0,0,0,0,3,1,0,2,0,0,1,0,0,0,1,0,0,0,2,0,4,0,2,0,1,0,1,0,4,No,,2,Pyrethroid + PBO,PermaNet 3.0,4.0,,2025-08-11 09:51:40+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,111.0,CDC Light Trap (LTC),18,0,18,0,0,0,0,0,0,0,0,0,0,6,7,0,3,0,0,1,1,0,0,0,0,0,0,0,13,0,3,0,2,0,4,No,,2,Pyrethroid + PBO,PermaNet 3.0,4.0,,2025-08-11 09:51:03+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,110.0,CDC Light Trap (LTC),3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-11 09:38:17+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,109.0,Human Landing Catch (HLC),12,3,9,3,0,0,0,0,0,0,1,2,0,5,0,0,1,0,0,2,0,0,0,0,0,0,3,0,5,0,1,0,2,0,3,No,,1,Pyrethroid + PBO,PermaNet 3.0,3.0,,2025-08-11 09:29:04+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,108.0,CDC Light Trap (LTC),3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,No,,1,Pyrethroid + PBO,PermaNet 3.0,2.0,,2025-08-11 09:32:25+00:00,11.0,,,,,,,,Student 
Uganda,Other,11.0,107.0,CDC Light Trap (LTC),7,7,0,7,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-11 09:24:11+00:00,11.0,,,,,,,,Student
Uganda,Other,11.0,106.0,CDC Light Trap (LTC),6,3,3,3,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,No,,2,Pyrethroid + PBO,PermaNet 3.0,4.0,,2025-08-11 09:18:19+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,105.0,CDC Light Trap (LTC),1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-11 09:20:34+00:00,11.0,,,,,,,,Student
Uganda,Other,11.0,104.0,CDC Light Trap (LTC),3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-11 09:11:20+00:00,11.0,,,,,,,,Student
Uganda,Other,11.0,103.0,CDC Light Trap (LTC),6,6,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,No,,0,Unknown,Unknown,,,2025-08-11 09:11:01+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,102.0,CDC Light Trap (LTC),4,2,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,No,,0,Unknown,Unknown,,,2025-08-11 08:46:24+00:00,11.0,,,,,,,,Student
Uganda,Other,11.0,101.0,CDC Light Trap (LTC),8,3,5,3,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,2,0,1,0,2,0,1,0,2,0,0,No,,0,Unknown,Unknown,,,2025-08-11 08:46:07+00:00,11.0,,,,,,,,student
Uganda,Other,11.0,100.0,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,No,,0,Unknown,Unknown,,,2025-08-10 10:07:11+00:00,11.0,,,,,,,,Entomologist 
